ticker,v,vw,o,c,h,l,t,n,date,v_ua,vw_ua,o_ua,c_ua,h_ua,l_ua,t_ua,n_ua,pdc,high_low,high_pdc,low_pdc,true_range,atr,h1,c1,o1,l1,v1,dol_v,dol_v1,high_pct_chg,high_chg,high_chg_atr,ema9,ema20,ema50,dist_h_9ema_atr,dist_h_20ema_atr,highest_high_20,lc_simplified
ARQT,12063173.0,24.614,22.5,24.95,25.75,22.0,1761681600000,115513.0,2025-10-28,12063173.0,24.614,22.5,24.95,25.75,22.0,1761681600000,115513.0,19.64,3.75,6.109999999999999,2.3599999999999994,6.109999999999999,0.8858785714285712,20.6,19.64,20.33,19.6,1826475.0,300976166.34999996,35871969.0,0.3110997963340121,3.25,3.6686743587882904,21.160177092815555,20.413527837115026,18.814421140325887,5.181097111066677,6.023931873958028,25.75,1
BBIO,8486846.0,62.7957,57.0,63.56,65.0,56.74,1761595200000,104870.0,2025-10-27,8486846.0,62.7957,57.0,63.56,65.0,56.74,1761595200000,104870.0,54.26,8.259999999999998,10.740000000000002,2.480000000000004,10.740000000000002,1.7166071428571428,55.565,54.26,54.8,54.23,1497545.0,539423931.76,81256791.7,0.19793586435680055,8.0,4.660355768230521,56.323948335114856,55.05797796898411,52.87950156648046,5.054185927739187,5.791669965014977,65.0,1
BE,26830167.0,135.3972,129.3,133.71,144.2,122.2201,1761768000000,338038.0,2025-10-29,26830167.0,135.3972,129.3,133.71,144.2,122.2201,1761768000000,338038.0,113.28,21.979899999999986,30.919999999999987,8.940100000000001,30.919999999999987,11.626678571428572,113.52,113.28,108.0,105.84,12989327.0,3587461629.57,1471430962.56,0.27295197740112975,14.899999999999977,1.2815353850596054,112.09617302357323,102.96617246029662,83.69529100759111,2.7612208232296696,3.5464838290990066,144.2,1
CCJ,24708035.0,104.8475,100.53,106.91,110.155,98.0,1761681600000,328990.0,2025-10-28,24708035.0,104.8475,100.53,106.91,110.155,98.0,1761681600000,328990.0,86.62,12.155000000000001,23.534999999999997,11.379999999999995,23.534999999999997,4.971814285714286,88.98,86.62,87.6,84.285,4116063.0,2641536021.85,356533377.06,0.27170399445855464,9.625,1.9359130182428372,90.79834279964417,88.30715855992031,84.57805726110583,3.8932784066319788,4.3943398092837,110.155,1
CLOV,34311379.0,3.768,3.36,3.82,3.92,3.36,1761336000000,69971.0,2025-10-24,34311379.0,3.768,3.36,3.82,3.92,3.36,1761336000000,69971.0,3.2,0.56,0.7199999999999998,0.1599999999999997,0.7199999999999998,0.2018785714285714,3.215,3.2,3.08,3.05,6649303.0,131069467.78,21277769.6,0.22499999999999987,0.56,2.7739447333970215,3.1320881509866956,2.978079455925449,2.9171573233272543,3.9028998641992225,4.665777736632244,3.92,1
CSIQ,8538860.0,17.8723,16.56,17.57,18.64,16.52,1761768000000,73446.0,2025-10-29,8538860.0,17.8723,16.56,17.57,18.64,16.52,1761768000000,73446.0,15.16,2.120000000000001,3.4800000000000004,1.3599999999999994,3.4800000000000004,1.3479928571428574,15.92,15.16,15.36,15.11,1720753.0,150027770.2,26086615.48,0.2295514511873351,2.080000000000002,1.5430348825502478,15.431058372794773,14.81737413140237,13.762202178062422,2.3805331090601993,2.83579089335821,18.64,1
DVLT,197858112.0,3.0504,2.35,3.42,3.49,2.31,1761336000000,322288.0,2025-10-24,197858112.0,3.0504,2.35,3.42,3.49,2.31,1761336000000,322288.0,2.25,1.1800000000000002,1.2400000000000002,0.06000000000000005,1.2400000000000002,0.4964214285714285,2.43,2.25,2.18,2.1,32609144.0,676674743.04,73370574.0,0.5511111111111111,1.1400000000000001,2.2964359199412945,2.3929542554853724,1.985060423417791,1.3816197394412122,2.2099081171246766,3.0315765798286205,3.49,1
DYN,12671820.0,24.0456,23.4,24.17,24.95,23.0,1761595200000,91645.0,2025-10-27,12671820.0,24.0456,23.4,24.17,24.95,23.0,1761595200000,91645.0,17.12,1.9499999999999993,7.829999999999998,5.879999999999999,7.829999999999998,0.8840714285714288,17.39,17.12,16.77,16.58,1776076.0,306277889.40000004,30406421.12,0.4573598130841121,1.5500000000000007,1.75325199967682,17.843945732163856,16.13769378552797,14.227504620110324,8.037873454771429,9.967866769217775,24.95,1
FLS,10871692.0,67.2187,57.51,68.95,70.32,57.51,1761768000000,128391.0,2025-10-29,10871692.0,67.2187,57.51,68.95,70.32,57.51,1761768000000,128391.0,52.66,12.809999999999995,17.659999999999997,4.850000000000001,17.659999999999997,1.466707142857143,53.84,52.66,53.19,52.37,3741534.0,749603163.4,197029180.44,0.335358906190657,12.809999999999995,8.73384987751961,55.59683683140758,53.91035673592109,53.70257018503722,10.038243312780025,11.188084372530527,70.32,1
HAYW,7883398.0,16.999,17.0,17.17,17.645,16.73,1761768000000,75437.0,2025-10-29,7883398.0,16.999,17.0,17.17,17.645,16.73,1761768000000,75437.0,15.33,0.9149999999999991,2.3149999999999995,1.4000000000000004,2.3149999999999995,0.43313571428571457,15.505,15.33,15.43,15.24,1842951.0,135357943.66000003,28252438.830000002,0.15101108936725383,0.6449999999999996,1.4891406520556059,15.721623632611701,15.508993154039805,15.428707409773194,4.440585950203031,4.931495546338611,17.645,1
INBX,6079575.0,52.2131,49.13,57.29,60.2,46.01,1761336000000,159345.0,2025-10-24,6079575.0,52.2131,49.13,57.29,60.2,46.01,1761336000000,159345.0,28.36,14.190000000000005,31.840000000000003,17.65,31.840000000000003,3.173392857142858,36.3092,28.36,35.01,28.16,1595796.0,348298851.75,45256774.56,1.1227080394922426,11.07,3.4883799448539747,38.55409505202051,35.74085357975826,31.666527780495052,6.821060587962701,7.707569633298843,60.2,1
LITE,5437782.0,193.7206,193.63,193.8,206.91,190.06,1761595200000,92476.0,2025-10-27,5437782.0,193.7206,193.63,193.8,206.91,190.06,1761595200000,92476.0,179.3,16.849999999999994,27.609999999999985,10.759999999999991,27.609999999999985,10.102878571428567,182.08,179.3,175.55,173.73,4055508.0,1053842151.6,727152584.4000001,0.1539877300613497,13.280000000000001,1.314476849950121,171.20073776624375,165.32101283807847,152.91439370014638,3.534563142701109,4.1165482558146556,206.91,1
LUMN,39368789.0,8.9567,8.62,9.36,9.4,8.38,1761595200000,131234.0,2025-10-27,39368789.0,8.9567,8.62,9.36,9.4,8.38,1761595200000,131234.0,8.09,1.0199999999999996,1.3100000000000005,0.2900000000000009,1.3100000000000005,0.45079285714285733,8.4,8.09,8.03,7.955,24337854.0,368491865.03999996,196893238.85999998,0.16192830655129797,0.7800000000000011,1.7302847364167913,7.738645476711345,7.144912873207954,6.256506001299805,3.6854056069530134,5.002490813818295,9.4,1
NOK,377988452.0,7.7152,6.42,7.77,8.19,6.4,1761681600000,606615.0,2025-10-28,377988452.0,7.7152,6.42,7.77,8.19,6.4,1761681600000,606615.0,6.36,1.7899999999999991,1.8299999999999992,0.040000000000000036,1.8299999999999992,0.19035000000000002,6.4399,6.36,6.34,6.3301,41245801.0,2936970272.04,262323294.36,0.28773584905660354,1.7699999999999996,9.298660362490146,6.267219523029009,5.746749932750164,5.168779390102518,10.101289608463304,12.835566415812112,8.19,1
PUMP,25627018.0,10.3354,9.0,11.1,11.28,8.55,1761768000000,157102.0,2025-10-29,25627018.0,10.3354,9.0,11.1,11.28,8.55,1761768000000,157102.0,7.3,2.7299999999999986,3.9799999999999995,1.2500000000000009,3.9799999999999995,0.46257142857142874,7.4,7.3,7.06,6.91,4708311.0,284459899.8,34370670.3,0.5452054794520547,2.2799999999999994,4.928968499073499,7.292709003910781,6.371416491129568,5.716763393225118,8.619838472089103,10.61151468872545,11.28,1
QCOM,81799012.0,191.9506,168.95,187.68,205.95,168.82,1761595200000,1195869.0,2025-10-27,81799012.0,191.9506,168.95,187.68,205.95,168.82,1761595200000,1195869.0,168.94,37.129999999999995,37.00999999999999,0.12000000000000455,37.129999999999995,5.084571428571432,172.42,168.94,171.69,168.47,6255987.0,15352038572.16,1056886443.78,0.21907185983189303,37.0,7.276916160935037,171.30331691731104,168.09603853583462,164.58655907057735,6.814081298573345,7.444867673891812,205.95,1
SNDK,9364883.0,195.9559,186.67,204.36,205.64,181.51,1761768000000,127342.0,2025-10-29,9364883.0,195.9559,186.67,204.36,205.64,181.51,1761768000000,127342.0,175.53,24.129999999999995,30.109999999999985,5.97999999999999,30.109999999999985,14.322857142857146,178.82,175.53,175.49,164.56,9140834.0,1913807489.88,1604490592.02,0.1715376288953454,18.97,1.3244564133253538,170.29252356842971,149.55905452345314,115.73741643971069,2.4679067925492904,3.9154859199663656,205.64,1
STX,9900845.0,260.5395,240.515,265.62,268.91,240.06,1761768000000,161417.0,2025-10-29,9900845.0,260.5395,240.515,265.62,268.91,240.06,1761768000000,161417.0,223.0,28.850000000000023,45.910000000000025,17.060000000000002,45.910000000000025,11.697465499999998,230.0,223.0,229.18,217.67,6500953.0,2629862448.9,1449712519.0,0.20587443946188344,28.39500000000004,2.4274489204520453,232.67557357374454,226.81880825737488,210.55375336418263,3.0976305445188523,3.5983172374071244,268.91,1
TER,12203768.0,171.1097,170.01,173.94,177.24,162.16,1761768000000,193302.0,2025-10-29,12203768.0,171.1097,170.01,173.94,177.24,162.16,1761768000000,193302.0,144.38,15.080000000000013,32.860000000000014,17.78,32.860000000000014,5.9162214285714265,147.62,144.38,147.05,144.11,5016831.0,2122723405.92,724330059.78,0.22759384956365158,7.230000000000018,1.2220637931305127,149.22452171701133,143.21199901200467,131.98189705143773,4.735366757520687,5.751644254500459,177.24,1
W,17480216.0,104.7921,98.5,106.52,108.44,96.5,1761681600000,228856.0,2025-10-28,17480216.0,104.7921,98.5,106.52,108.44,96.5,1761681600000,228856.0,86.45,11.939999999999998,21.989999999999995,10.049999999999997,21.989999999999995,3.929149999999999,87.755,86.45,85.97,85.0,6017829.0,1861992608.32,520241317.05,0.2543666859456333,9.939999999999998,2.5298092462746395,87.69231199784102,85.04511600965887,81.80372613098842,5.280452006708572,5.954184490370979,108.44,1
WDC,18267279.0,140.5362,131.43,141.38,145.68,131.25,1761768000000,207351.0,2025-10-29,18267279.0,140.5362,131.43,141.38,145.68,131.25,1761768000000,207351.0,124.92,14.430000000000007,20.760000000000005,6.329999999999998,20.760000000000005,7.004700000000001,126.82,124.92,126.7,121.85,7031914.0,2582627905.02,878426696.88,0.16618635926993286,14.25,2.034348366097049,127.75118061516946,122.81942579232957,109.92087664646154,2.559541362917833,3.263605037713312,145.68,1
WKEY,16061674.0,15.0865,11.43,12.47,17.9,11.32,1761681600000,149350.0,2025-10-28,16061674.0,15.0865,11.43,12.47,17.9,11.32,1761681600000,149350.0,10.96,6.579999999999998,6.939999999999998,0.35999999999999943,6.939999999999998,1.3981857142857144,12.12,10.96,10.4,10.16,1338075.0,200289074.78,14665302.000000002,0.6332116788321165,6.469999999999999,4.627425336916207,9.861414023646171,8.724839753637175,7.404131294499827,5.749297746516076,6.5621899527489465,17.9,1
WULF,114841851.0,16.2845,14.64,15.94,17.05,14.63,1761681600000,459177.0,2025-10-28,114841851.0,16.2845,14.64,15.94,17.05,14.63,1761681600000,459177.0,13.64,2.42,3.41,0.9900000000000002,3.41,1.3931785714285714,14.22,13.64,14.19,13.47,17819506.0,1830579104.94,243058061.84,0.25,2.41,1.7298572124381555,13.955011338137698,13.289557605297363,11.484485726813826,2.221530480969635,2.6991819080641357,17.05,1
